Treatment Function Code,Metric,Category,Waiting Bands,Count
Trauma and Orthopaedics Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,1870
Trauma and Orthopaedics Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,170
Trauma and Orthopaedics Service,Ethnicity,G: Any other mixed background,Total,4485
Trauma and Orthopaedics Service,Ethnicity,H: Indian,Unknown Clock Start,30
Trauma and Orthopaedics Service,Ethnicity,H: Indian,01 To 18 Weeks,11170
Trauma and Orthopaedics Service,Ethnicity,H: Indian,18 To 52 Weeks,8180
Trauma and Orthopaedics Service,Ethnicity,H: Indian,Over 52 Weeks,570
Trauma and Orthopaedics Service,Ethnicity,H: Indian,Total,19950
Trauma and Orthopaedics Service,Ethnicity,J: Pakistani,Unknown Clock Start,10
Trauma and Orthopaedics Service,Ethnicity,J: Pakistani,01 To 18 Weeks,8130
Trauma and Orthopaedics Service,Ethnicity,J: Pakistani,18 To 52 Weeks,5885
Trauma and Orthopaedics Service,Ethnicity,J: Pakistani,Over 52 Weeks,455
Trauma and Orthopaedics Service,Ethnicity,J: Pakistani,Total,14480
Trauma and Orthopaedics Service,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,2520
Trauma and Orthopaedics Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,1690
Trauma and Orthopaedics Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,130
Trauma and Orthopaedics Service,Ethnicity,K: Bangladeshi,Total,4345
Trauma and Orthopaedics Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,30
Trauma and Orthopaedics Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,7265
Trauma and Orthopaedics Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,5450
Trauma and Orthopaedics Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,420
Trauma and Orthopaedics Service,Ethnicity,L: Any other Asian background,Total,13160
Trauma and Orthopaedics Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,M: Caribbean,01 To 18 Weeks,4765
Trauma and Orthopaedics Service,Ethnicity,M: Caribbean,18 To 52 Weeks,3485
Trauma and Orthopaedics Service,Ethnicity,M: Caribbean,Over 52 Weeks,280
Trauma and Orthopaedics Service,Ethnicity,M: Caribbean,Total,8540
Trauma and Orthopaedics Service,Ethnicity,N: African,Unknown Clock Start,10
Trauma and Orthopaedics Service,Ethnicity,N: African,01 To 18 Weeks,6005
Trauma and Orthopaedics Service,Ethnicity,N: African,18 To 52 Weeks,4355
Trauma and Orthopaedics Service,Ethnicity,N: African,Over 52 Weeks,360
Trauma and Orthopaedics Service,Ethnicity,N: African,Total,10730
Trauma and Orthopaedics Service,Ethnicity,P: Any other Black background,Unknown Clock Start,15
Trauma and Orthopaedics Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,3125
Trauma and Orthopaedics Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,2360
Trauma and Orthopaedics Service,Ethnicity,P: Any other Black background,Over 52 Weeks,195
Trauma and Orthopaedics Service,Ethnicity,P: Any other Black background,Total,5695
Trauma and Orthopaedics Service,Ethnicity,R: Chinese,Unknown Clock Start,*
Trauma and Orthopaedics Service,Ethnicity,R: Chinese,01 To 18 Weeks,1030
Trauma and Orthopaedics Service,Ethnicity,R: Chinese,18 To 52 Weeks,775
Trauma and Orthopaedics Service,Ethnicity,R: Chinese,Over 52 Weeks,65
Trauma and Orthopaedics Service,Ethnicity,R: Chinese,Total,1875
Trauma and Orthopaedics Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,10
Trauma and Orthopaedics Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,3435
Trauma and Orthopaedics Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,2470
Trauma and Orthopaedics Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,205
Trauma and Orthopaedics Service,Ethnicity,S: Any other ethnic group,Total,6120
Trauma and Orthopaedics Service,Ethnicity,Z: Not stated,Unknown Clock Start,75
Trauma and Orthopaedics Service,Ethnicity,Z: Not stated,01 To 18 Weeks,17110
Trauma and Orthopaedics Service,Ethnicity,Z: Not stated,18 To 52 Weeks,10375
Trauma and Orthopaedics Service,Ethnicity,Z: Not stated,Over 52 Weeks,730
Trauma and Orthopaedics Service,Ethnicity,Z: Not stated,Total,28290
Trauma and Orthopaedics Service,IMD,1,Unknown Clock Start,110
Trauma and Orthopaedics Service,IMD,1,01 To 18 Weeks,42090
Trauma and Orthopaedics Service,IMD,1,18 To 52 Weeks,29090
Trauma and Orthopaedics Service,IMD,1,Over 52 Weeks,2450
Trauma and Orthopaedics Service,IMD,1,Total,73735
Trauma and Orthopaedics Service,IMD,10,Unknown Clock Start,165
Trauma and Orthopaedics Service,IMD,10,01 To 18 Weeks,41555
Trauma and Orthopaedics Service,IMD,10,18 To 52 Weeks,29520
Trauma and Orthopaedics Service,IMD,10,Over 52 Weeks,2295
Trauma and Orthopaedics Service,IMD,10,Total,73535
Trauma and Orthopaedics Service,IMD,2,Unknown Clock Start,135
Trauma and Orthopaedics Service,IMD,2,01 To 18 Weeks,43140
Trauma and Orthopaedics Service,IMD,2,18 To 52 Weeks,30895
Trauma and Orthopaedics Service,IMD,2,Over 52 Weeks,2510
Trauma and Orthopaedics Service,IMD,2,Total,76685
Trauma and Orthopaedics Service,IMD,3,Unknown Clock Start,150
Trauma and Orthopaedics Service,IMD,3,01 To 18 Weeks,43120
Trauma and Orthopaedics Service,IMD,3,18 To 52 Weeks,31755
Trauma and Orthopaedics Service,IMD,3,Over 52 Weeks,2635
Trauma and Orthopaedics Service,IMD,3,Total,77660
Trauma and Orthopaedics Service,IMD,4,Unknown Clock Start,210
Trauma and Orthopaedics Service,IMD,4,01 To 18 Weeks,44325
Trauma and Orthopaedics Service,IMD,4,18 To 52 Weeks,33495
Trauma and Orthopaedics Service,IMD,4,Over 52 Weeks,2860
Trauma and Orthopaedics Service,IMD,4,Total,80895
Trauma and Orthopaedics Service,IMD,5,Unknown Clock Start,230
Trauma and Orthopaedics Service,IMD,5,01 To 18 Weeks,45855
Trauma and Orthopaedics Service,IMD,5,18 To 52 Weeks,33975
Trauma and Orthopaedics Service,IMD,5,Over 52 Weeks,3110
Trauma and Orthopaedics Service,IMD,5,Total,83170
Trauma and Orthopaedics Service,IMD,6,Unknown Clock Start,170
Trauma and Orthopaedics Service,IMD,6,01 To 18 Weeks,46375
Trauma and Orthopaedics Service,IMD,6,18 To 52 Weeks,34340
Trauma and Orthopaedics Service,IMD,6,Over 52 Weeks,2975
Trauma and Orthopaedics Service,IMD,6,Total,83860
Trauma and Orthopaedics Service,IMD,7,Unknown Clock Start,260
Trauma and Orthopaedics Service,IMD,7,01 To 18 Weeks,45785
Trauma and Orthopaedics Service,IMD,7,18 To 52 Weeks,33980
Trauma and Orthopaedics Service,IMD,7,Over 52 Weeks,2845
Trauma and Orthopaedics Service,IMD,7,Total,82875
Trauma and Orthopaedics Service,IMD,8,Unknown Clock Start,190
Trauma and Orthopaedics Service,IMD,8,01 To 18 Weeks,46035
Trauma and Orthopaedics Service,IMD,8,18 To 52 Weeks,33500
Trauma and Orthopaedics Service,IMD,8,Over 52 Weeks,2660
Trauma and Orthopaedics Service,IMD,8,Total,82385
Trauma and Orthopaedics Service,IMD,9,Unknown Clock Start,145
Trauma and Orthopaedics Service,IMD,9,01 To 18 Weeks,44485
Trauma and Orthopaedics Service,IMD,9,18 To 52 Weeks,32150
Trauma and Orthopaedics Service,IMD,9,Over 52 Weeks,2715
Trauma and Orthopaedics Service,IMD,9,Total,79500
Trauma and Orthopaedics Service,Sex,Female,Unknown Clock Start,950
Trauma and Orthopaedics Service,Sex,Female,01 To 18 Weeks,245560
Trauma and Orthopaedics Service,Sex,Female,18 To 52 Weeks,179080
Trauma and Orthopaedics Service,Sex,Female,Over 52 Weeks,15025
Trauma and Orthopaedics Service,Sex,Female,Total,440615
Trauma and Orthopaedics Service,Sex,Male,Unknown Clock Start,775
Trauma and Orthopaedics Service,Sex,Male,01 To 18 Weeks,193250
Trauma and Orthopaedics Service,Sex,Male,18 To 52 Weeks,143040
Trauma and Orthopaedics Service,Sex,Male,Over 52 Weeks,11915
Trauma and Orthopaedics Service,Sex,Male,Total,348980
Unknown,Age,0-18 Years,Unknown Clock Start,10
Unknown,Age,0-18 Years,01 To 18 Weeks,675
Unknown,Age,0-18 Years,18 To 52 Weeks,205
Unknown,Age,0-18 Years,Over 52 Weeks,15
Unknown,Age,0-18 Years,Total,910
Unknown,Age,19-64 Years,Unknown Clock Start,90
Unknown,Age,19-64 Years,01 To 18 Weeks,2810
Unknown,Age,19-64 Years,18 To 52 Weeks,965
Unknown,Age,19-64 Years,Over 52 Weeks,40
Unknown,Age,19-64 Years,Total,3905
Unknown,Age,Over 65 Years,Unknown Clock Start,75
Unknown,Age,Over 65 Years,01 To 18 Weeks,1520
Unknown,Age,Over 65 Years,18 To 52 Weeks,405
Unknown,Age,Over 65 Years,Over 52 Weeks,10
Unknown,Age,Over 65 Years,Total,2010
Unknown,Ethnicity,99: Not known,Unknown Clock Start,*
Unknown,Ethnicity,99: Not known,01 To 18 Weeks,600
Unknown,Ethnicity,99: Not known,18 To 52 Weeks,35
Unknown,Ethnicity,99: Not known,Total,645
Unknown,Ethnicity,A: British,Unknown Clock Start,130
Unknown,Ethnicity,A: British,01 To 18 Weeks,4415
Unknown,Ethnicity,A: British,18 To 52 Weeks,1350
Unknown,Ethnicity,A: British,Over 52 Weeks,40
Unknown,Ethnicity,A: British,Total,5935
Unknown,Ethnicity,B: Irish,Unknown Clock Start,*
Unknown,Ethnicity,B: Irish,01 To 18 Weeks,55
Unknown,Ethnicity,B: Irish,18 To 52 Weeks,20
Unknown,Ethnicity,B: Irish,Over 52 Weeks,*
Unknown,Ethnicity,B: Irish,Total,80
Unknown,Ethnicity,C: Any other white background,Unknown Clock Start,20
Unknown,Ethnicity,C: Any other white background,01 To 18 Weeks,570
Unknown,Ethnicity,C: Any other white background,18 To 52 Weeks,180
Unknown,Ethnicity,C: Any other white background,Over 52 Weeks,*
Unknown,Ethnicity,C: Any other white background,Total,780
Unknown,Ethnicity,D: White and Black Caribbean,Unknown Clock Start,*
Unknown,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,35
Unknown,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,10
Unknown,Ethnicity,D: White and Black Caribbean,Total,45
Unknown,Ethnicity,E: White and Black African,01 To 18 Weeks,15
Unknown,Ethnicity,E: White and Black African,18 To 52 Weeks,*
Unknown,Ethnicity,E: White and Black African,Total,20
Unknown,Ethnicity,F: White and Asian,01 To 18 Weeks,25
Unknown,Ethnicity,F: White and Asian,18 To 52 Weeks,10
Unknown,Ethnicity,F: White and Asian,Over 52 Weeks,*
Unknown,Ethnicity,F: White and Asian,Total,35
Unknown,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Unknown,Ethnicity,G: Any other mixed background,01 To 18 Weeks,75
Unknown,Ethnicity,G: Any other mixed background,18 To 52 Weeks,25
Unknown,Ethnicity,G: Any other mixed background,Total,105
Unknown,Ethnicity,H: Indian,Unknown Clock Start,*
Unknown,Ethnicity,H: Indian,01 To 18 Weeks,210
Unknown,Ethnicity,H: Indian,18 To 52 Weeks,85
Unknown,Ethnicity,H: Indian,Over 52 Weeks,*
Unknown,Ethnicity,H: Indian,Total,305
Unknown,Ethnicity,J: Pakistani,Unknown Clock Start,*
Unknown,Ethnicity,J: Pakistani,01 To 18 Weeks,180
Unknown,Ethnicity,J: Pakistani,18 To 52 Weeks,65
Unknown,Ethnicity,J: Pakistani,Over 52 Weeks,*
Unknown,Ethnicity,J: Pakistani,Total,250
Unknown,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Unknown,Ethnicity,K: Bangladeshi,01 To 18 Weeks,70
Unknown,Ethnicity,K: Bangladeshi,18 To 52 Weeks,35
Unknown,Ethnicity,K: Bangladeshi,Over 52 Weeks,*
Unknown,Ethnicity,K: Bangladeshi,Total,105
Unknown,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Unknown,Ethnicity,L: Any other Asian background,01 To 18 Weeks,165
Unknown,Ethnicity,L: Any other Asian background,18 To 52 Weeks,50
Unknown,Ethnicity,L: Any other Asian background,Over 52 Weeks,*
Unknown,Ethnicity,L: Any other Asian background,Total,225
Unknown,Ethnicity,M: Caribbean,01 To 18 Weeks,90
Unknown,Ethnicity,M: Caribbean,18 To 52 Weeks,40
Unknown,Ethnicity,M: Caribbean,Over 52 Weeks,*
Unknown,Ethnicity,M: Caribbean,Total,130
Unknown,Ethnicity,N: African,01 To 18 Weeks,175
Unknown,Ethnicity,N: African,18 To 52 Weeks,70
Unknown,Ethnicity,N: African,Over 52 Weeks,*
Unknown,Ethnicity,N: African,Total,245
Unknown,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Unknown,Ethnicity,P: Any other Black background,01 To 18 Weeks,80
Unknown,Ethnicity,P: Any other Black background,18 To 52 Weeks,30
Unknown,Ethnicity,P: Any other Black background,Over 52 Weeks,*
Unknown,Ethnicity,P: Any other Black background,Total,115
Unknown,Ethnicity,R: Chinese,01 To 18 Weeks,20
Unknown,Ethnicity,R: Chinese,18 To 52 Weeks,*
Unknown,Ethnicity,R: Chinese,Total,25
Unknown,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Unknown,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,75
Unknown,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,20
Unknown,Ethnicity,S: Any other ethnic group,Total,100
Unknown,Ethnicity,Z: Not stated,Unknown Clock Start,*
Unknown,Ethnicity,Z: Not stated,01 To 18 Weeks,335
Unknown,Ethnicity,Z: Not stated,18 To 52 Weeks,120
Unknown,Ethnicity,Z: Not stated,Over 52 Weeks,*
Unknown,Ethnicity,Z: Not stated,Total,460
Unknown,IMD,1,01 To 18 Weeks,555
Unknown,IMD,1,18 To 52 Weeks,160
Unknown,IMD,1,Over 52 Weeks,*
Unknown,IMD,1,Total,720
Unknown,IMD,10,Unknown Clock Start,55
Unknown,IMD,10,01 To 18 Weeks,700
Unknown,IMD,10,18 To 52 Weeks,240
Unknown,IMD,10,Over 52 Weeks,*
Unknown,IMD,10,Total,1000
Unknown,IMD,2,Unknown Clock Start,*
Unknown,IMD,2,01 To 18 Weeks,585
Unknown,IMD,2,18 To 52 Weeks,170
Unknown,IMD,2,Over 52 Weeks,*
Unknown,IMD,2,Total,770
Unknown,IMD,3,Unknown Clock Start,*
Unknown,IMD,3,01 To 18 Weeks,725
Unknown,IMD,3,18 To 52 Weeks,220
Unknown,IMD,3,Over 52 Weeks,10
Unknown,IMD,3,Total,955
Unknown,IMD,4,Unknown Clock Start,10
Unknown,IMD,4,01 To 18 Weeks,780
Unknown,IMD,4,18 To 52 Weeks,270
Unknown,IMD,4,Over 52 Weeks,*
Unknown,IMD,4,Total,1065
Unknown,IMD,5,Unknown Clock Start,*
Unknown,IMD,5,01 To 18 Weeks,715
Unknown,IMD,5,18 To 52 Weeks,250
Unknown,IMD,5,Over 52 Weeks,*
Unknown,IMD,5,Total,975
Unknown,IMD,6,Unknown Clock Start,15
Unknown,IMD,6,01 To 18 Weeks,640
Unknown,IMD,6,18 To 52 Weeks,200
Unknown,IMD,6,Over 52 Weeks,*
Unknown,IMD,6,Total,860
Unknown,IMD,7,Unknown Clock Start,25
Unknown,IMD,7,01 To 18 Weeks,635
Unknown,IMD,7,18 To 52 Weeks,210
Unknown,IMD,7,Over 52 Weeks,*
Unknown,IMD,7,Total,875
Unknown,IMD,8,Unknown Clock Start,25
Unknown,IMD,8,01 To 18 Weeks,635
Unknown,IMD,8,18 To 52 Weeks,210
Unknown,IMD,8,Over 52 Weeks,10
Unknown,IMD,8,Total,880
Unknown,IMD,9,Unknown Clock Start,25
Unknown,IMD,9,01 To 18 Weeks,665
Unknown,IMD,9,18 To 52 Weeks,185
Unknown,IMD,9,Over 52 Weeks,*
Unknown,IMD,9,Total,880
Unknown,Sex,Female,Unknown Clock Start,65
Unknown,Sex,Female,01 To 18 Weeks,2440
Unknown,Sex,Female,18 To 52 Weeks,710
Unknown,Sex,Female,Over 52 Weeks,30
Unknown,Sex,Female,Total,3250
Unknown,Sex,Male,Unknown Clock Start,60
Unknown,Sex,Male,01 To 18 Weeks,2205
Unknown,Sex,Male,18 To 52 Weeks,500
Unknown,Sex,Male,Over 52 Weeks,25
Unknown,Sex,Male,Total,2785
Urology Service,Age,0-18 Years,Unknown Clock Start,*
Urology Service,Age,0-18 Years,01 To 18 Weeks,6050
Urology Service,Age,0-18 Years,18 To 52 Weeks,4315
Urology Service,Age,0-18 Years,Over 52 Weeks,300
Urology Service,Age,0-18 Years,Total,10665
Urology Service,Age,19-64 Years,Unknown Clock Start,150
Urology Service,Age,19-64 Years,01 To 18 Weeks,122130
Urology Service,Age,19-64 Years,18 To 52 Weeks,87515
Urology Service,Age,19-64 Years,Over 52 Weeks,7405
Urology Service,Age,19-64 Years,Total,217205
Urology Service,Age,Over 65 Years,Unknown Clock Start,115
Urology Service,Age,Over 65 Years,01 To 18 Weeks,103650
Urology Service,Age,Over 65 Years,18 To 52 Weeks,58225
Urology Service,Age,Over 65 Years,Over 52 Weeks,4220
Urology Service,Age,Over 65 Years,Total,166205
Urology Service,Ethnicity,99: Not known,Unknown Clock Start,*
Urology Service,Ethnicity,99: Not known,01 To 18 Weeks,9075
Urology Service,Ethnicity,99: Not known,18 To 52 Weeks,4460
Urology Service,Ethnicity,99: Not known,Over 52 Weeks,265
Urology Service,Ethnicity,99: Not known,Total,13800
Urology Service,Ethnicity,A: British,Unknown Clock Start,215
Urology Service,Ethnicity,A: British,01 To 18 Weeks,168995
Urology Service,Ethnicity,A: British,18 To 52 Weeks,105620
Urology Service,Ethnicity,A: British,Over 52 Weeks,8405
Urology Service,Ethnicity,A: British,Total,283235
Urology Service,Ethnicity,B: Irish,01 To 18 Weeks,1495
Urology Service,Ethnicity,B: Irish,18 To 52 Weeks,970
Urology Service,Ethnicity,B: Irish,Over 52 Weeks,75
Urology Service,Ethnicity,B: Irish,Total,2535
Urology Service,Ethnicity,C: Any other white background,Unknown Clock Start,20
Urology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,12925
Urology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,9570
Urology Service,Ethnicity,C: Any other white background,Over 52 Weeks,720
Urology Service,Ethnicity,C: Any other white background,Total,23235
Urology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,675
Urology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,480
Urology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,45
Urology Service,Ethnicity,D: White and Black Caribbean,Total,1200
Urology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,380
Urology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,295
Urology Service,Ethnicity,E: White and Black African,Over 52 Weeks,30
Urology Service,Ethnicity,E: White and Black African,Total,705
Urology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,515
Urology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,380
Urology Service,Ethnicity,F: White and Asian,Over 52 Weeks,40
Urology Service,Ethnicity,F: White and Asian,Total,935
Urology Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Urology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,1410
Urology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,1065
Urology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,90
Urology Service,Ethnicity,G: Any other mixed background,Total,2565
Urology Service,Ethnicity,H: Indian,Unknown Clock Start,*
Urology Service,Ethnicity,H: Indian,01 To 18 Weeks,5610
Urology Service,Ethnicity,H: Indian,18 To 52 Weeks,4015
Urology Service,Ethnicity,H: Indian,Over 52 Weeks,270
Urology Service,Ethnicity,H: Indian,Total,9900
Urology Service,Ethnicity,J: Pakistani,Unknown Clock Start,*
Urology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,4570
Urology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,3470
Urology Service,Ethnicity,J: Pakistani,Over 52 Weeks,290
Urology Service,Ethnicity,J: Pakistani,Total,8330
Urology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,1480
Urology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,1240
Urology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,100
Urology Service,Ethnicity,K: Bangladeshi,Total,2820
Urology Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Urology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,4480
Urology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,3530
Urology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,220
Urology Service,Ethnicity,L: Any other Asian background,Total,8235
Urology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,2825
Urology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,1925
Urology Service,Ethnicity,M: Caribbean,Over 52 Weeks,190
